RowId,Label,Df_Tbl_Index,DefaultParts,Price,Year,RegulationDisplacementFlags,Maker,Category,GeneralFlags,ConceptCarType,OpenModel,NoChangeWheel,NoChangeWing,SuperchargerOriginally
345,trueno_gt_apex_shigeno_00,3250,36,52500,2000,9986,43,2,0,0,0,0,1,0
346,clix_concept_01,3251,36,0,2001,4105,16,3,1,0,0,0,0,0
348,clk_race_00,3253,36,550000,2000,5893,22,1,1,0,0,1,1,0
349,barchetta_gd_00,3254,36,24060,2000,3079,12,0,16,0,1,0,0,0
350,punto_hgt_abarth_00,3255,36,30030,2000,3079,12,0,0,0,0,0,0,0
351,r32_gtr_stune_00,3256,36,90000,2000,6658,27,2,0,0,0,0,0,0
352,z_act_70,3257,36,15800,1970,3842,15,0,1,0,0,0,1,0
353,mirage_cyborg_zr_97,3258,36,19080,1997,6402,25,0,0,0,0,0,0,0
354,be1_87,3259,36,12930,1987,6658,28,0,0,0,0,0,0,0
355,r30_skyline_ht2000_turbo_rs_83,3260,36,25180,1983,6658,28,0,0,0,0,0,0,0
357,sera_92,3262,36,18810,1992,9986,43,0,0,0,0,0,0,0
358,legacy_b4_20gt_03,3263,36,27300,2003,8962,38,0,0,0,0,0,0,0
359,legacy_wgn_20gt_03,3264,36,28800,2003,8962,38,0,0,0,0,0,0,0
360,saleen_s7_02,3265,36,419130,2002,14083,60,0,0,0,0,0,1,0
361,m3_gtr_alms_01,3266,36,1000000,2001,1541,6,1,1,0,0,1,1,0
362,_190e_evo2_dtm_92,3267,36,1750000,1992,5893,22,1,1,0,0,1,1,0
363,t350c_03,3268,36,74830,2003,10244,44,0,0,0,0,0,0,0
364,golf_r32_3d_03,3269,36,43240,2003,10757,46,0,0,0,0,0,0,0
365,_155_v6ti_dtm_93,3270,36,1250000,1993,775,3,1,1,0,0,1,1,0
366,carol_360_deluxe_62,3271,36,38500,1962,5634,21,0,1,0,0,0,1,0
367,opel_calibra_race_94,3272,36,1750000,1994,6917,29,1,1,0,0,1,1,0
370,nsx_r_01,3275,36,0,2001,3842,15,3,1,0,0,0,0,0
371,prelude_si_vtec_91,3276,36,22050,1991,3842,15,0,0,0,0,0,0,0
372,amuse_s2000_04,3277,36,50000,2004,3842,59,2,0,0,0,0,1,0
376,r89c_89,3281,36,3500000,1989,6658,28,1,1,0,0,1,1,0
377,r30_skyline_ht2000_rsx_tc_84,3282,36,27750,1984,6658,28,0,0,0,0,0,0,0
379,impreza_coupe_wrx_sti6_99,3284,36,30090,1999,8962,38,0,0,0,0,0,0,0
380,corvette_convertible_54,3285,36,100000,1954,1795,7,0,17,0,1,0,1,0
381,srt4_03,3286,36,20640,2003,2819,11,0,0,0,0,0,0,0
382,a2_14_02,3287,36,22400,2002,1285,5,0,0,0,0,0,1,0
383,a3_32_quattro_03,3288,36,42490,2003,1285,5,0,0,0,0,0,0,0
385,_320i_etcc_03,3290,36,450000,2003,1541,6,1,0,0,0,1,1,0
386,v12_lmr_99,3291,36,4500000,1999,1541,6,1,0,0,0,1,1,0
387,_300sl_coupe_54,3292,36,237690,1954,5893,22,0,1,0,0,0,1,0
388,clk_gtr_race_98,3293,36,3500000,1998,5893,22,1,1,0,0,1,1,0
390,opel_tigra_16i_99,3295,36,29140,1999,6917,29,0,0,0,0,0,0,0
392,gtv_30v6_v24_01,3297,36,49060,2001,775,3,0,0,0,0,0,0,0
393,stratos_wrc_77,3298,36,1250000,1977,4615,18,1,1,0,0,1,1,0
394,esprit_turbo_hc_87,3299,36,48550,1987,5124,20,0,1,0,0,0,0,0
395,_120d_04,3300,36,33020,2004,1541,6,0,0,0,0,0,0,0
396,nsx_r_02,3301,36,119570,2002,3842,15,0,0,0,0,0,0,0
397,celica_st185_wrc_95,3302,36,750000,1995,9986,43,1,1,0,0,1,1,0
399,ford_gt_05,3304,36,149880,2005,3331,13,0,0,0,0,0,0,1
400,s3_02,3305,36,41070,2002,1285,5,0,0,0,0,0,0,0
401,falken_gtr_nur_04,3306,36,550000,2004,6658,28,1,0,0,0,1,1,0
406,nike_one_04,3420,36,0,2022,19715,88,103,1,3,2,1,1,0
412,_206_s16_99,3426,36,23070,1999,7686,32,0,0,0,0,0,0,0
413,_350z_lm_us_02,3427,36,1500000,2002,6658,28,1,0,0,0,0,1,0
414,accord_euro_r_02,3428,36,25300,2002,3842,15,0,0,0,0,0,0,0
415,accord_euror_00,3429,36,25330,2000,3842,15,0,0,0,0,0,0,0
417,acura_nsx_32l_97,3431,36,89130,1997,514,2,0,0,0,0,0,0,0
424,airtrek_turbo_02,3438,36,22950,2002,6402,25,0,0,0,0,0,0,0
425,alfa_spider_30v6_01,3439,36,51190,2001,775,3,0,16,0,1,0,0,0
428,altezza_lm_race_00,3442,36,450000,2001,9986,43,1,0,0,0,0,1,0
430,beetle_20_00,3444,36,25980,2000,10757,46,0,0,0,0,0,0,0
431,beetle_rsi_00,3445,36,94050,2000,10757,46,0,0,0,0,0,1,0
432,c8_laviolette_02,3446,36,254660,2002,12555,53,0,0,0,0,0,0,0
433,calsonic_gtr_00,3447,36,1350000,2000,6658,28,1,0,0,0,1,1,0
434,camaro_race_00,3448,36,1000000,2001,1795,7,1,0,0,0,0,1,0
435,cappuccino_95,3449,36,14580,1995,9218,39,0,16,0,0,0,0,0
436,celica_ss2_99,3450,36,21810,1999,9986,43,0,0,0,0,0,0,0
438,cl600_00,3452,36,177850,2000,5893,22,0,0,0,0,0,0,0
439,clk55_00,3453,36,147770,2000,5893,22,0,0,0,0,0,0,0
440,corvette_z06_00,3454,36,53570,2000,1795,7,0,0,0,0,0,0,0
441,cz3_tar_tmv_01,3455,36,0,2001,6402,25,3,1,0,0,0,1,0
442,cz3_tar_wrc_01,3456,36,750000,2002,6402,25,1,0,0,0,0,1,0
443,db7_vantage_coupe_00,3457,36,194260,2000,1028,4,0,0,0,0,0,0,0
444,demio_glx_99,3458,36,14660,1999,5634,21,0,0,0,0,0,0,0
445,elise_type72_01,3459,36,52470,2001,5124,20,0,16,0,0,0,0,0
446,esprit_v8_se_98,3460,36,116870,1998,5124,20,0,0,0,0,0,0,0
447,evo6_wrc_99,3461,36,750000,1999,6402,25,1,0,0,0,1,1,0
448,gsx_r_4_tmv_01,3462,36,0,2001,9218,39,3,17,0,0,0,0,0
451,impreza_22b_98,3465,36,50000,1998,8962,38,0,0,0,0,0,0,0
452,impreza_lm_race_00,3466,36,450000,2001,8962,38,1,0,0,0,0,1,0
454,impreza_wrc_01,3468,36,750000,2001,8962,38,1,1,0,0,1,1,0
455,impreza_wrc_prot_01,3469,36,750000,2001,8962,38,1,1,0,0,1,1,0
456,impreza_wrx_sti_00,3470,36,31980,2000,8962,38,0,0,0,0,0,0,0
457,infiniti_fx45_dmv_02,3471,36,0,2002,11523,49,3,1,0,0,0,1,0
458,infiniti_g35_03,3472,36,30720,2003,11523,49,0,0,0,0,0,0,0
459,lancer_evo6_rs_99,3473,36,25980,1999,6402,25,0,0,0,0,0,0,0
460,lancer_evo6_tommi_gsr_00,3474,36,32780,2000,6402,25,0,0,0,0,0,0,0
461,lancer_evo7_gta_02,3475,36,33000,2002,6402,25,0,0,0,0,0,0,0
462,lancer_evo7_rs_01,3476,36,25180,2001,6402,25,0,0,0,0,0,0,0
464,lexus_is_us_98,3478,36,20700,1998,11779,50,0,0,0,0,0,0,0
466,lexus_is300_sc_us_01,3480,36,27600,2001,11779,50,0,0,0,0,0,0,0
469,lexus_sc430_us_01,3483,36,60000,2001,11779,50,0,16,0,1,0,0,0
470,loctite_gtr_00,3484,36,1350000,2000,6658,28,1,0,0,0,1,1,0
471,lupo_gti_01,3485,36,24160,2001,10757,46,0,0,0,0,0,0,0
472,mazda6_tmv_01,3486,36,0,2001,5634,21,3,1,0,0,0,0,0
473,mazda6_tmv_n1_01,3487,36,450000,2002,5634,21,1,0,0,0,0,0,0
475,mini_cooper_02,3489,36,22190,2002,12036,51,0,0,0,0,0,0,0
476,mini_one_02,3490,36,19620,2002,12036,51,0,0,0,0,0,0,0
480,mugen_s2000_00,3494,36,75000,2000,3842,26,2,0,0,0,0,1,0
481,nismo_gtr_lm_95,3495,36,500000,1995,6658,27,2,1,0,0,0,1,0
482,nismo270r_94,3496,36,45000,1994,6658,27,2,1,0,0,0,0,0
483,nsx_r_proto_lm_road_01,3497,36,489000,2002,3842,15,0,0,0,0,0,1,0
484,opel_speedster_00,3498,36,44690,2000,6917,29,0,16,0,0,0,0,0
485,penzoil_gtr_99,3499,36,1350000,1999,6658,28,1,0,0,0,1,1,0
488,pt_cruiser_00,3502,36,16390,2000,2051,8,0,0,0,0,0,0,0
489,r33_gtr_v_97,3503,36,53900,1997,6658,28,0,0,0,0,0,0,0
490,r34_gtr_m_01,3504,36,59500,2001,6658,28,0,0,0,0,0,0,0
491,r34_gtr_rtune_99,3505,36,125000,1999,6658,27,2,0,0,0,0,1,0
492,r34_gtr_v_99,3506,36,55980,1999,6658,28,0,0,0,0,0,0,0
493,r34_gtr_v_gtcolor_pc_01,3507,36,150000,2001,6658,28,2,0,0,0,0,1,0
494,r34_gtr_v2_00,3508,36,57480,2000,6658,28,0,0,0,0,0,0,0
495,gtr_concept_tmv_01,3509,36,0,2001,6658,28,3,1,0,0,1,1,0
496,r390_road_98,3510,36,1000000,1998,6658,28,0,0,0,0,0,0,0
503,rs4_01,3517,36,41380,2001,1285,5,0,0,0,0,0,0,0
504,rs6_avant_02,3518,36,117060,2002,1285,5,0,0,0,0,0,0,0
505,rsc_tmv_01,3519,36,0,2001,9986,43,3,1,0,0,0,1,0
507,rx7_lm_race_00,3521,36,550000,2001,5634,21,1,0,0,0,0,1,0
508,rx7_r_br_01,3522,36,33980,2001,5634,21,0,0,0,0,0,0,0
509,rx7_rs_98,3523,36,37780,1998,5634,21,0,0,0,0,0,0,0
510,rx7_rz_00,3524,36,39980,2000,5634,21,0,0,0,0,0,0,0
511,rx8_concept_01,3525,36,0,2001,5634,21,3,0,0,0,0,0,0
512,s15_specr_aero_99,3526,36,20700,1999,6658,28,0,0,0,0,0,0,0
515,s2000_a_99,3529,36,33800,1999,3842,15,0,16,0,1,0,0,0
518,s2000_lm_race_00,3532,36,450000,2001,3842,15,1,0,0,0,0,1,0
523,s2000_typev_us_01,3537,36,36100,2001,3842,15,0,16,0,1,0,0,0
524,s2000_us_01,3538,36,34300,2001,3842,15,0,16,0,1,0,0,0
526,silvia_varietta_00,3540,36,27980,2000,6658,28,0,16,0,0,0,0,0
