opel_vectra_32v6_jp_03,36530,2003,284
kei_works_4wd_02,14140,2002,289
taurus_sho_98,27510,1998,278
civic_r_01,22000,2001,279
integra_r_lm_01,450000,2002,313
nsx_r_92,97070,1992,379
garaiya_02,65000,2002,312
dome_zero_78,0,1978,329
_787b_91,3500000,1991,344
fto_lm_race_00,1500000,1997,297
lancer_evo4_96,29980,1996,346
lancer_evo6_gsr_99,32480,1999,347
starion_4wd_gpb_84,1250000,1984,377
cube_x_98,14180,1998,267
s13_ks_91,20390,1991,324
r32_gtst_m_91,26610,1991,372
impreza_wg_wrx_99,29190,1999,350
cien_dmv_02,0,2002,335
camaro_ss_00,22150,2000,368
corvette_cr5_00,1000000,2000,336
viper_gtsr_00,0,2000,354
cobra_67,530550,1967,287
gt40_race_69,3500000,1969,370
mustang_svt_cobrar_00,57300,2000,375
rs6_02,117060,2002,306
tt_00,47700,2000,273
tt_dtm_02,550000,2002,274
_3400s_00,77730,2000,310
opel_astra_race_00,550000,2000,282
opel_corsa_comf_14_3dr_01,17960,2001,299
w12_tmv_01,0,2001,328
coupe_turboplus_00,48110,2000,374
zonda_c12s_gmv_02,631680,2002,357
zonda_race_00,1500000,2001,358
pescarolo_c60_03,4500000,2003,349
_206cc_20_01,26520,2001,285
clio_sport_v6_00,50520,2000,317
clio_sport_race_00,450000,2000,286
s_type_r_02,92130,2002,371
xkr_rperform_02,118450,2002,296
esprit_sport350_00,126240,2000,331
cerbera_speed12_00,259970,2000,359
falcon_xr8_race_00,450000,2000,290
trueno_gt_apex_shigeno_00,52500,2000,308
clix_concept_01,0,2001,380
clk_race_00,550000,2000,304
barchetta_gd_00,24060,2000,277
punto_hgt_abarth_00,30030,2000,301
r32_gtr_stune_00,90000,2000,322
z_act_70,15800,1970,341
mirage_cyborg_zr_97,19080,1997,315
be1_87,12930,1987,268
r30_skyline_ht2000_turbo_rs_83,25180,1983,281
sera_92,18810,1992,292
legacy_b4_20gt_03,27300,2003,332
legacy_wgn_20gt_03,28800,2003,333
saleen_s7_02,419130,2002,288
m3_gtr_alms_01,1000000,2001,275
_190e_evo2_dtm_92,1750000,1992,314
t350c_03,74830,2003,293
golf_r32_3d_03,43240,2003,294
_155_v6ti_dtm_93,1250000,1993,272
carol_360_deluxe_62,38500,1962,302
opel_calibra_race_94,1750000,1994,283
nsx_r_01,0,2001,779
prelude_si_vtec_91,22050,1991,330
amuse_s2000_04,50000,2004,266
r89c_89,3500000,1989,323
r30_skyline_ht2000_rsx_tc_84,27750,1984,298
impreza_coupe_wrx_sti6_99,30090,1999,351
corvette_convertible_54,100000,1954,318
srt4_03,20640,2003,337
a2_14_02,22400,2002,363
a3_32_quattro_03,42490,2003,309
_320i_etcc_03,450000,2003,334
v12_lmr_99,4500000,1999,378
_300sl_coupe_54,237690,1954,345
clk_gtr_race_98,3500000,1998,321
opel_tigra_16i_99,29140,1999,265
gtv_30v6_v24_01,49060,2001,311
stratos_wrc_77,1250000,1977,365
esprit_turbo_hc_87,48550,1987,280
_120d_04,33020,2004,376
nsx_r_02,119570,2002,319
celica_st185_wrc_95,750000,1995,291
ford_gt_05,149880,2005,364
s3_02,41070,2002,360
falken_gtr_nur_04,550000,2004,382
nike_one_04,0,2022,389
_206_s16_99,23070,1999,587
_350z_lm_us_02,1500000,2002,76
accord_euro_r_02,25300,2002,435
accord_euror_00,25330,2000,758
acura_nsx_32l_97,89130,1997,516
airtrek_turbo_02,22950,2002,413
alfa_spider_30v6_01,51190,2001,509
altezza_lm_race_00,450000,2001,428
beetle_20_00,25980,2000,453
beetle_rsi_00,94050,2000,454
c8_laviolette_02,254660,2002,427
calsonic_gtr_00,1350000,2000,600
camaro_race_00,1000000,2001,763
cappuccino_95,14580,1995,519
celica_ss2_99,21810,1999,588
cl600_00,177850,2000,506
clk55_00,147770,2000,507
corvette_z06_00,53570,2000,388
cz3_tar_tmv_01,0,2001,449
cz3_tar_wrc_01,750000,2002,450
db7_vantage_coupe_00,194260,2000,689
demio_glx_99,14660,1999,772
elise_type72_01,52470,2001,538
esprit_v8_se_98,116870,1998,595
evo6_wrc_99,750000,1999,478
gsx_r_4_tmv_01,0,2001,601
impreza_22b_98,50000,1998,491
impreza_lm_race_00,450000,2001,508
impreza_wrc_01,750000,2001,554
impreza_wrc_prot_01,750000,2001,556
impreza_wrx_sti_00,31980,2000,492
infiniti_fx45_dmv_02,0,2002,446
infiniti_g35_03,30720,2003,527
lancer_evo6_rs_99,25980,1999,447
lancer_evo6_tommi_gsr_00,32780,2000,436
lancer_evo7_gta_02,33000,2002,479
lancer_evo7_rs_01,25180,2001,424
lexus_is_us_98,20700,1998,822
lexus_is300_sc_us_01,27600,2001,878
lexus_sc430_us_01,60000,2001,780
loctite_gtr_00,1350000,2000,599
lupo_gti_01,24160,2001,578
mazda6_tmv_01,0,2001,698
mazda6_tmv_n1_01,450000,2002,700
mini_cooper_02,22190,2002,477
mini_one_02,19620,2002,476
mugen_s2000_00,75000,2000,847
nismo_gtr_lm_95,500000,1995,597
nismo270r_94,45000,1994,583
nsx_r_proto_lm_road_01,489000,2002,460
opel_speedster_00,44690,2000,442
penzoil_gtr_99,1350000,1999,598
pt_cruiser_00,16390,2000,776
r33_gtr_v_97,53900,1997,489
r34_gtr_m_01,59500,2001,401
r34_gtr_rtune_99,125000,1999,530
r34_gtr_v_99,55980,1999,394
r34_gtr_v_gtcolor_pc_01,150000,2001,830
r34_gtr_v2_00,57480,2000,399
gtr_concept_tmv_01,0,2001,585
r390_road_98,1000000,1998,552
rs4_01,41380,2001,429
rs6_avant_02,117060,2002,422
rsc_tmv_01,0,2001,775
rx7_lm_race_00,550000,2001,801
rx7_r_br_01,33980,2001,471
rx7_rs_98,37780,1998,473
rx7_rz_00,39980,2000,472
rx8_concept_01,0,2001,581
s15_specr_aero_99,20700,1999,425
s2000_a_99,33800,1999,639
s2000_lm_race_00,450000,2001,548
s2000_typev_us_01,36100,2001,754
s2000_us_01,34300,2001,646
silvia_varietta_00,27980,2000,426
skyline_300gt_01,32500,2001,531
solstice_dmv_02,0,2002,767
spoon_s2000_00,85000,2000,813
storm_v12_race_99,1000000,1999,470
stratos_73,133970,1973,843
supra_szr_97,34000,1997,498
toms_chaser_00,50000,2000,495
xanavi_gtr_01,1350000,2001,586
xj220_gt_road_92,749140,1992,469
xkr_coupe_99,128000,1999,693
xsara_wrc_99,750000,1999,916
zonda_c12_00,388720,2000,451
zonda_c12s_00,450040,2000,452
zz2_00,500000,2000,774
zzs_00,59500,2000,415
accent_wrc_01,750000,2001,561
hcd6_concept_01,0,2001,608
tiburon_gt_v6_01,33020,2001,559
_300zx_2by2_us_98,43980,1998,811
sl500_02,127620,2002,564
tank_car_03,1000000,2003,416
m3_gtr_str_03,341020,2003,592
buick_gnx_87,31080,1987,603
c12_03,175880,2003,685
silverado_sst_02,0,2002,580
camaro_ss_69,60000,1969,771
xsara_vtr_03,21850,2003,769
viper_srt10_03,84880,2003,692
eagle_talon_esi_97,15740,1997,459
carlton_90,81490,1990,412
elan_s1_62,57710,1962,658
e55_amg_02,105330,2002,571
_190e_evo2_91,67910,1991,635
cougar_xr7_67,47280,1967,511
tf160_03,38860,2003,392
_205_t16_rally_85,1250000,1985,513
_205_t16_85,78400,1985,512
pontiac_gto_57_coupe_04,34490,2004,553
btr_86,112480,1986,174
spitfire_1500_74,17200,1974,815
tamora_02,70940,2002,515
voltz_s_2wd_02,17880,2002,417
runx_z_aero_tourer_02,20080,2002,536
wedssport_celica_03,500000,2003,352
pajero_evo_sp_03,1250000,2003,833
_166_25v6_24v_s_98,58710,1998,729
c3_16_02,18130,2002,670
copen_detachabletop_02,14980,2002,876
civic_1500_25i_3d_83,11890,1983,607
life_step_van_72,8800,1972,665
element_03,25900,2003,656
beat_f_92,13880,1992,525
beat_z_93,14500,1993,517
e_type_coupe_61,50930,1961,569
rx8_typee_03,27500,2003,504
ctr_87,236630,1987,633
lapin_turbo_4wd_02,12400,2002,543
caldina_gt_four_02,27100,2002,432
_2000_gt_67,160000,1967,914
lupo_14_02,15490,2002,591
s60_t5_sport_03,35580,2003,589
_240sx_180_us_96,24980,1996,854
_206_wrc_exxon_99,750000,1999,848
protege_sport20_02,18980,2002,528
acura_hsc_04,0,2004,521
mazda_323f_r_93,19920,1993,817
miata_us_89,17000,1989,616
miata_j_lim_91,19000,1991,620
miata_j_lim2_93,20300,1993,622
miata_sr_lim_97,18980,1997,628
miata_18rs_98,22950,1998,706
miata_rs_00,23280,2000,708
_240sx_silvia_us_96,25950,1996,855
s2000_typev_us_00,35600,2000,752
_110s_68,68800,1968,704
giulia_sprint_s_63,62040,1963,682
quattro_82,90360,1982,602
m3_04,74560,2004,690
m_coupe_98,78900,1998,445
z4_30i_03,75610,2003,410
charger_440_rt_70,75500,1970,788
mustang_gt_05,25950,2005,637
gathers_civic_98,450000,1998,702
s800_rsc_68,250000,1968,650
interceptor_mk3_74,84700,1974,503
mini_marcos_gt_70,25500,1970,681
mgf_vvc_97,40810,1997,405
roadrunner_superbird_70,42440,1970,766
megane_20_16v_02,26390,2003,723
acura_cl_types_03,32420,2003,634
acura_rsx_s_04,24740,2004,458
spider_duetto_66,35300,1966,411
a310_1600ve_73,33000,1973,409
_330i_05,48040,2005,770
camaro_irocz_88,0,1988,593
cizeta_v16t_94,636660,1994,787
move_custom_rs_lim_4wd_02,15720,2002,390
charger_superbee_426_hemi_71,80000,1971,438
rs200_84,74220,1984,636
rs200_rally_85,1250000,1985,659
civic_1500_cx_3d_79,9570,1979,821
mugen_motul_civic_87,450000,1987,594
civic_sir2_91,16200,1991,36
civic_sir2_92,16200,1992,420
civic_sir2_95,16980,1995,419
delsol_sir_92,17100,1992,37
integra_r_95,22280,1995,647
integra_r_99,25160,1999,526
s2000_typev_03,37000,2003,657
s500_63,62500,1963,648
s600_64,60000,1964,649
bellett_1600_gtr_69,42000,1969,391
az1_92,14980,1992,651
rx8_03,24000,2003,505
galant_vr4_89,27810,1989,781
galant_gto_mr_70,21800,1970,582
lancer_ex_1800gsr_ic_turbo_83,26790,1983,480
lancer_evo6_tommi_rs_00,25980,2000,440
lancer_evo8_rs_03,31600,2003,713
minica_dungun_zz_89,10180,1989,430
mirage_1400glx_78,9220,1978,687
pajero_parisdakar_rally_85,1250000,1985,448
fairlady_2000_68,55000,1968,441
fairlady_z_280zl_2s_78,38000,1978,666
fairlady_z_300zx_83,32000,1983,631
motul_pitwork_z_04,1350000,2004,660
pao_89,15400,1989,725
silvia_65,45000,1965,584
silvia_240rs_83,72200,1983,630
skyline_1500dx_63,36800,1963,668
skyline_350gt8_02,36600,2002,532
r34_skyline_gtr_99,49980,1999,393
r34_skyline_gtr_00,50480,2000,398
r34_skyline_gtr_sc_mp2_99,49980,1999,396
r34_skyline_gtr_sc_mp3_00,51480,2000,397
r33_skyline_gtr_v_95,52900,1995,483
r33_skyline_gtr_v_96,53300,1996,486
r34_skyline_v2_n1_00,60980,2000,400
r34_skyline_gtr_v_n1_99,59980,1999,395
skyline_sport_coupe_60,320000,1962,667
stagea_25t_rs_fours_98,32600,1998,825
stagea_260rs_autech_98,45000,1998,831
avantime_30_v6_bvm6_02,52570,2002,173
gt350_r_65,106110,1965,710
series1_sc_03,184630,2003,534
impreza_wrx_sti2_95,27480,1995,555
impreza_wrx_sti3_96,28850,1996,565
impreza_wrx_sti4_97,28990,1997,566
impreza_wrx_sti5_98,29190,1998,567
wagon_r_rr_98,12820,1998,760
minolta_toyota_88cv_89,3500000,1989,496
starlet_granza_v_97,14300,1997,653
toyota7_70,1150000,1970,404
vitz_f_99,9800,1999,898
_240_glt_estate_88,15920,1988,500
gt_one_race_exxon_99,4500000,1999,719
acura_dnx_02,0,2002,455
acura_integra_typer_01,25940,2001,367
prowler_02,47430,2002,22
xantia_30i_v6_exclusive_00,30370,2000,544
move_cx_2wd_95,10690,1995,133
viper_gts_99,78000,1999,134
escort_wrc_98,750000,1998,276
crx_sir_90,15470,1990,82
xj220_gt_race_92,1500000,2001,356
delta_hf_integrale_wrc_92,750000,1992,150
elise_190_98,65270,1998,151
europa_special_71,38470,1971,11
motersport_elise_99,97180,1999,343
legnum_vr4_v_98,28500,1998,361
nismo400r_96,120000,1996,348
bluebird_ht_1800sss_79,12680,1979,572
bluebird_1600sss_rally_69,150000,1969,88
exa_canopy_las_88,14810,1988,325
r34_gtr_v_gtcolor_01,150000,2001,205
micra_12c_5d_03,10950,2003,263
r32_gtr_v2_94,52900,1994,57
_106_s16_03,18810,2003,316
_406_coupe_30_98,45000,1998,326
ctr2_96,297110,1996,192
impreza_wg_sti_00,29980,2000,493
cappuccino_91,14580,1991,19
celica_gt_four_98,33020,1998,64
celica_wrc_95,750000,1995,109
corolla_wrc_98,750000,1998,212
mr2_glimited_97,23600,1997,828
supra_25gt_ttr_90,32740,1990,21
griffith_500_94,58730,1994,197
karmann_ghia_type1_1500_68,21200,1968,185
polo_gti_5d_01,26720,2001,590
miata_vr_lim_95,20800,1995,626
miata_vspl2_93,24000,1993,624
a160_98,33020,1998,596
slk230_komp_98,42130,1998,686
impreza_wrx_sti6_99,29190,1999,122
vanquish_04,238750,2004,683
lancer_evo8_mr_gsr_04,33980,2004,714
ginetta_g4_64,48000,1964,338
s2000_us_04,35000,2004,841
megane_20_ide_00,26600,2000,414
corvette_z06_race_63,500000,1963,579
_156_25v6_98,40230,1998,305
v8_vantage_99,448000,1999,502
s4_98,71220,1998,522
escudo_pikespeak_98,1250000,1998,327
carina_ed_20x_4ws_89,17350,1989,93
trueno_gt_apex_83,15360,1983,66
celica_gtr_4ws_91,22100,1991,654
m3_csl_03,113610,2003,684
_307_xsi_04,27940,2004,652
v8s_91,59400,1991,209
sl500_98,168090,1998,694
buick_special_62,58000,1962,673
corvette_coupe_63,84890,1963,664
move_srxx_4wd_97,12590,1997,605
hks_d1_silvia_04,200000,2004,547
civic_r_97,19980,1997,545
civic_r_04,23310,2004,575
nsx_90,80030,1990,461
nsx_01,92070,2001,742
nsx_s_97,103570,1997,466
nsx_s_01,103570,2001,743
nsx_s_zero_99,98570,1999,468
prelude_s_98,24930,1998,524
delta_hf_integrale_evo_91,67700,1991,537
elise_111r_04,54410,2004,563
esprit_v8_gt_98,97430,1998,609
sl600_04,177700,2004,576
sl65_amg_04,190700,2004,577
s14_silvia_ks_aero_93,25340,1993,551
kpgc110_skyline_gtr_73,85000,1973,728
kpgc10_skyline_gtr_70,80000,1970,481
_106_rally_03,12630,2003,533
spoon_integra_r_99,75000,1999,535
mr_wagon_sport_04,12800,2004,494
celica_2000gt_four_86,29760,1986,655
mr2_1600_g_86,16910,1986,671
supra_30gt_turbo_a_88,40510,1988,514
integra_r_03,25900,2003,340
_110s_67,74000,1967,712
vertigo_race_04,1000000,2004,890
s4_03,55430,2003,434
infiniti_g35_coupe_03,33900,2003,842
bora_v6_4m_01,38910,2001,353
mazda6_sport_23z_03,23500,2003,699
r34_skyline_gtr_m_nur_02,63000,2002,402
acura_cl_types_01,32180,2001,271
miata_sspl1_95,19950,1995,618
blitz_r34_d1_04,200000,2004,711
_300zx_2seat_us_89,39500,1989,826
m5_05,116650,2005,716
prelude_sir_s_98,22930,1998,523
fairlady_z_aero_02,55000,2002,877
hommell_rs_berlinetta_99,47360,1999,557
infiniti_g20_20te_90,22840,1990,562
_500_l_69,18580,1969,789
_500_r_72,15700,1972,724
a4_dtm_04,450000,2004,726
amemiya_aspara_rx7_04,500000,2004,403
elise_111s_03,51680,2003,570
fairlady_z_st_02,36000,2002,629
fto_gpr_99,21600,1999,541
fto_gpx_94,22870,1994,549
fto_gpx_97,22870,1997,539
fto_gpx_99,23330,1999,542
fto_gr_94,18870,1994,550
fto_gr_97,18870,1997,540
lancer_1600gsr_rally_74,150000,1974,529
lemans_quattro_03,0,2003,701
monaro_cv8_04,47960,2004,574
move_srxx_2wd_97,11590,1997,604
nsx_93,83070,1993,462
nsx_95,84570,1995,463
nsx_97,91070,1997,464
nsx_99,92070,1999,465
nsx_s_99,103570,1999,467
opel_speedster_turbo_00,49550,2000,490
opera_s2000_04,150000,2004,718
r32_skyline_gtr_89,44500,1989,688
r32_skyline_gtr_91,45100,1991,695
r32_skyline_gtr_n1_91,43050,1991,823
r32_skyline_gtr_v_93,52600,1993,696
r32_skyline_gtr_v_n1_93,50900,1993,824
r32_skyline_gts25_s_91,24430,1991,904
r32_skyline_gtst_m_89,23850,1989,697
r33_skyline_gtr_95,47850,1995,482
r33_skyline_gtr_96,48250,1996,485
r33_skyline_gtr_97,48850,1997,488
r33_skyline_gtr_n1_95,59900,1995,484
r33_skyline_gtr_v_lm_96,53900,1996,487
rx7_rs_00,38480,2000,475
s13_silvia_qs_88,15560,1988,709
s13_silvia_qs_91,16210,1991,720
s14_silvia_qs_aero_93,21190,1993,721
s14_silvia_qs_aero_96,21750,1996,722
s15_silvia_specs_aero_99,25600,1999,715
skyline_2000gtb_67,23800,1967,669
sl600_98,210270,1998,727
svt_f150_lightning_03,35050,2003,606
tacoma_x_runner_04,24520,2004,573
acura_nsx_32l_04,94440,2004,761
storia_cx_2wd_98,10380,1998,837
storia_cx_4wd_98,11830,1998,836
lancer_evo3_gsr_95,29680,1995,765
impreza_wrx_sti_c_04,33920,2004,759
altoworks_rsz_97,12200,1997,814
caterham_7_fb_02,60000,2002,756
_2cv_typea_54,21000,1954,835
_360_58,36000,1958,834
ac_427_sc_66,423200,1966,881
amuse_carbonr_04,250000,2004,902
amuse_s2000_gt1_04,250000,2004,900
calsonic_skyline_gtr_gpa_93,1350000,1993,891
corvette_zr1_90,82000,1990,852
db9_03,164470,2003,915
exp_speed8_03,5600000,2003,910
fpv_f6_typhoon_04,46740,2004,790
fpv_gt_04,48640,2004,791
golf_gti_05,32750,2005,850
golf_gti_76,15000,1976,865
ibiza_cupra_r_04,24980,2004,913
lancer_wrc_03,1250000,2003,846
land_range_stormer_04,0,2004,703
r8_race_01,4500000,2001,875
r92cp_92,3500000,1992,818
ram_1500_hemi_4cab_04,37930,2004,901
slr_mclaren_03,610000,2003,777
ss_commodore_04,40430,2004,862
stream_z_04,200000,2004,827
tt_coupe_32_03,57740,2003,860
_2002_turbo_73,56800,1973,755
_206_rc_03,29090,2003,773
esprit_v8_02,116520,2002,778
clio_sport_v6_2_03,53720,2003,768
focus_st170_jp_03,32750,2003,912
lancer_evo2_gsr_94,28980,1994,764
vitz_rs_turbo_02,18880,2002,896
rx7_rsr_97,36250,1997,800
patent_motor_wagen_886,0,1886,782
motor_carriage_886,0,1886,783
opera_z_04,70000,2004,812
primera_20v_us_01,23900,2001,892
sauber_mercedes_c9_89,3500000,1989,366
accord_coupe_us_88,26000,1988,138
accord_coupe_exv6_6_03,27480,2003,342
mazdaspeed_6_05,0,2005,662
rx7_gt_lim_eu_85,16900,1985,785
rx7_gtx_eu_90,24860,1990,784
rx7_a3_eu_90,27040,1990,303
rx7_r_eu_91,38500,1991,802
rx7_r_eu_93,39100,1993,805
rx7_rs_eu_96,36650,1996,809
rx7_r_s_eu_95,38900,1995,807
rx7_rz_eu_92,40150,1992,803
rx7_rz_eu_93,43500,1993,804
rx7_rz_eu_95,39600,1995,806
rx7_rz_eu_96,39750,1996,808
_3000gt_mr_95,39800,1995,734
_3000gt_mr_98,39790,1998,740
_3000gt_sl_95,29910,1995,730
_3000gt_sl_96,29980,1996,735
_3000gt_sl_98,29980,1998,739
_3000gt_vr4_us_98,43230,1998,746
_3000gt_vr4t_us_95,43150,1995,733
_3000gt_vr4t_us_96,43230,1996,738
acura_nsx_91,80030,1991,520
dmc12_stage2_04,42440,2004,437
model_t_tourer_15,0,1915,908
gs300_us_91,47400,1991,879
gs300_us_00,44200,2000,844
gs300_vertex_us_00,45500,2000,845
sc300_us_97,35000,1997,853
xa_15s_2wd_03,16000,2003,894
xb_15z_x_2wd_03,15780,2003,863
amuse_s2000_circuit_04,150000,2004,903
ford_gt_lm_sp2_04,1000000,2004,905
midget_mp5_63,19500,1963,861
sports_800_65,32000,1965,864
formula_gran_turismo_04,7500000,2004,906
mr2_spyder_v_us_02,21800,2002,857
mr2_spyder_us_99,19800,1999,856
lexus_is200_rs200_98,24000,1998,909
_350z_gt4_05,36000,2005,919
ford_gt_no_stripe_05,149880,2005,928
mazda_suv_concept_05,0,2005,930
miata_1800_rs_04,23500,2004,923
miata_1600_nra_04,20500,2004,926
_905b_evo1_exxon_92,3500000,1992,945
xjr9_race_88,3500000,1988,941
chaparral_2d_race_67,1100000,1967,935
chaparral_2j_race_70,1200000,1970,936
hpa_golf_r32_04,31870,2004,931
_300c_05,34780,2005,939
alfa_gt_32_v6_24v_04,39010,2004,932
autounion_v16_typec_sl_37,500000,1937,934
nuvolari_quattro_03,0,2003,944
pikespeak_quattro_03,0,2003,933
spirra_46_v8_04,80000,2004,943
eclipse_gt_06,25000,2006,938
mx5_gms_05,0,2005,948
